estStatusDesc,postal,rowNo,addr,estName,infrAction,lon,enfrOutcome,unit,infrTypeDesc,enfrAmountFined,inspStatusDesc,enfrOutcomeDate,lat,inspDate,servTypeDesc
Pass,M5R,771,122 CUMBERLAND ST,AMANI HAIR COSMETIC LTD.,Notice to Comply,-79.3919815245,,FLR-2,Tip of needle holder in electrolysis cleaned then disinfected with a HLD between clients,,Conditional,,43.6702958829,2017-12-20T00:00:00,Electrolysis
Pass,M1K,2153,2480 EGLINTON AVE E,LIBERTY SALON,Notice to Comply,-79.2596153281,,UNIT-2,Sharps discarded immediately in an approved sharps container and disposed of properly,,Conditional,,43.73494926,2018-06-21T00:00:00,Barbering & Hairdressing
Pass,M5C,4846,176 YONGE ST,THE TEN SPOT,,-79.37933000000002,,,,,Pass,,43.65233,2018-10-22T00:00:00,Aesthetics
Pass,M4M,6588,934 QUEEN ST E,FUZZ WAX BAR,,-79.3415112646,,,,,Pass,,43.6609128495,2018-02-22T00:00:00,Aesthetics
Pass,M2N,10154,5460 YONGE ST,CHERRY BEAUTY SPA,,-79.41552806989999,,109,,,Pass,,43.7772138133,2019-03-06T00:00:00,Aesthetics
Pass,M4P,6117,2313A YONGE ST,PLANET NAILS,,-79.3983179534,,,,,Pass,,43.7078766429,2018-10-01T00:00:00,Ear Piercing
Pass,M6M,12012,605 ROGERS RD,ELEGANT SPA & STUDIO,,-79.47451334739999,,UNIT-4,,,Pass,,43.681618829499996,2018-05-23T00:00:00,Barbering & Hairdressing
Pass,M1R,10595,2066 LAWRENCE AVE E,AMA SKIN & SPA,,-79.294057705,,BSMT,,,Pass,,43.745995993,2019-03-08T00:00:00,Micropigmentation
Pass,M1R,628,2090 LAWRENCE AVE E,HELEN'S HOUSE OF HAIRSTYLING,Notice to Comply,-79.2925659456,,,Sharps discarded immediately in an approved sharps container and disposed of properly,,Conditional,,43.7460759448,2017-11-13T00:00:00,Aesthetics
Pass,M6E,12389,1319 ST CLAIR AVE W,LABOUTIQUE SKIN & BODY LOUNGE,,-79.4488440306,,,,,Pass,,43.6764194198,2017-06-08T00:00:00,Electrolysis
Pass,M2M,5059,6349 YONGE ST,THE ART OF BEAUTY,,-79.4193184686,,UNIT-102,,,Pass,,43.796227225100004,2017-12-04T00:00:00,Micropigmentation
Pass,M4T,3018,1398 YONGE ST,TRADE SECRETS,,-79.3937240572,,,,,Pass,,43.6865891154,2018-12-14T00:00:00,Barbering & Hairdressing
Pass,M3J,4159,2181 STEELES AVE W,ENRG HAIR & SKIN STUDIO,,-79.47631774989999,,UNIT-B14,,,Pass,,43.784758259200004,2019-03-08T00:00:00,Electrolysis
Pass,M2N,9162,28 FINCH AVE W,SHEILA EYEBROW QUEEN AND HAIR SALON,,-79.41780690520001,,UNIT-115,,,Pass,,43.779560903500006,2017-09-27T00:00:00,Barbering & Hairdressing
Pass,M6S,5085,2250 BLOOR ST W,AFSI'S AESTHETICS,,-79.4773540189,,BSMT,,,Pass,,43.651118240500004,2017-03-27T00:00:00,Nails
Pass,M3J,1656,1027 FINCH AVE W,DAZZLE NAIL SPA,Notice to Comply,-79.46982792,,UNIT-7,Single-use items used on one client only,,Conditional,,43.767340274300004,2018-09-07T00:00:00,Aesthetics
Pass,M9C,10635,460 RENFORTH DR,RENFORTH MALL BARBER SHOP,,-79.5801347557,,UNIT-6,,,Pass,,43.65045635479999,2017-05-12T00:00:00,Barbering & Hairdressing
Pass,M5V,12782,645 KING ST W,BEAUTY LINE NAIL SPA,,-79.40199086199999,,UNIT-100,,,Pass,,43.643820643199994,2017-08-09T00:00:00,Aesthetics
Pass,M4T,5236,1438B YONGE ST,NAMRITA'S SKINCARE AND ELECTROLYSIS,,-79.3940666126,,FLR-2ND,,,Pass,,43.6872664308,2017-08-22T00:00:00,Aesthetics
Pass,M1G,1114,3770 LAWRENCE AVE E,PINK NAILS & SPA,Notice to Comply,-79.2142365413,,,Single-use items used on one client only,,Conditional,,43.76249604109999,2017-11-30T00:00:00,Nails
Pass,M8V,10924,2083 LAKE SHORE BLVD W,KANGEN SPA,,-79.4768670603,,UNIT-ROO2,,,Pass,,43.6299690674,2017-07-18T00:00:00,Aesthetics
Pass,M6L,5281,326 RUSTIC RD,TEE'S HAIR STUDIO,,-79.4900840924,,,,,Pass,,43.7156054184,2017-08-01T00:00:00,Nails
Pass,M3C,2231,900 DON MILLS RD,LOTUS NAILS & SPA,Notice to Comply,-79.34211175189999,,,Single-use items used on one client only,,Conditional,,43.7269050509,2019-02-21T00:00:00,Nails
Pass,M2N,4812,80 FINCH AVE W,SPA MUZE,,-79.4225725665,,100A,,,Pass,,43.7785067353,2018-04-20T00:00:00,Aesthetics
Pass,M1T,12405,2035 KENNEDY RD,SAACHI SPA SALON & WELLNESS CENTRE,,-79.2826591011,,,,,Pass,,43.7770788394,2018-04-06T00:00:00,Nails
Pass,M5V,3073,577 QUEEN ST W,THE CABINET SALON,,-79.4012073816,,FLR-2,,,Pass,,43.64760452,2018-11-07T00:00:00,Barbering & Hairdressing
Pass,,4879,9 OLD MILL RD,THE SPA AT THE OLD MILL,,-79.4928445533,,,,,Pass,,43.650745846499994,2018-11-08T00:00:00,Aesthetics
Pass,M4G,2615,852 MILLWOOD RD,BIG TEASE,,-79.36649799999998,,A,,,Pass,,43.704441,2017-11-28T00:00:00,Nails
Pass,M1V,2336,4675 STEELES AVE E,LOVELY BEAUTY NAILS,Notice to Comply,-79.3025283879,,UNIT-1A20-1A21,Semi-critical items cleaned then disinfected with an ILD or HLD between clients,,Conditional,,43.8241553781,2019-03-25T00:00:00,Nails
Pass,M5A,4214,345 SHERBOURNE ST,THE REKAI CENTRE,,-79.3724264996,,,,,Pass,,43.66270717689999,2017-12-11T00:00:00,Barbering & Hairdressing
Pass,M5V,9756,232 QUEEN ST W,NEW TRIBE TATTOOING AND  PIERCING,,-79.39016,,FLR-2,,,Pass,,43.650173,2019-03-07T00:00:00,Body Piercing
Pass,M1T,12522,3605 SHEPPARD AVE E,KING THAI MASSAGE HEALTH CARE CENTRE,,-79.2985014729,,,,,Pass,,43.7804574853,2018-05-15T00:00:00,Aesthetics
Pass,M1S,5259,4438 SHEPPARD AVE E,PERFECT CHARMING BEAUTY & SLIMFIT,,-79.2677466293,,UNIT-222,,,Pass,,43.788036467,2017-11-21T00:00:00,Aesthetics
Pass,M9C,392,148 NORTH QUEEN ST,NICE ONE NAILS,Notice to Comply,-79.553843,,UNIT-G2,Footbaths with single-use liners cleaned then disinfected with LLD between clients,,Conditional,,43.6195011,2017-09-18T00:00:00,Nails
Pass,M5R,735,132 CUMBERLAND ST,RAFFAELO SALON,Notice to Comply,-79.3923883032,,,Semi-critical items maintained in a sanitary manner before use,,Conditional,,43.6702485282,2017-12-09T00:00:00,Aesthetics
Pass,M4N,9651,3338 YONGE ST,PHIBI'S,,-79.4041780914,,FLR-2,,,Pass,,43.731559591999996,2017-11-10T00:00:00,Aesthetics
Pass,M3M,6387,2223A JANE ST,GARDNER COIFFURES,,-79.5091031538,,,,,Pass,,43.7242344278,2019-03-27T00:00:00,Barbering & Hairdressing
Pass,M6E,8673,2434 DUFFERIN ST,PARIS NAILS,,-79.45155028939999,,,,,Pass,,43.698068974799995,2018-02-22T00:00:00,Nails
Pass,M1S,8096,1691 MCCOWAN RD,EVERYTHING BEAUTIFUL,,-79.2572156752,,UNIT-102,,,Pass,,43.7879431534,2018-07-05T00:00:00,Nails
Pass,M4K,4623,742 BROADVIEW AVE,JOHN'S HAIRSTYLING & BARBER SALON,,-79.3585617667,,,,,Pass,,43.6755859803,2018-02-20T00:00:00,Barbering & Hairdressing
Pass,M9W,7487,500 REXDALE BLVD,RAY DANIEL SALON & SPA,,-79.600063976,,UNIT-A018,,,Pass,,43.7203852206,2018-01-19T00:00:00,Barbering & Hairdressing
Pass,M6J,12243,777 RICHMOND ST W,FLIRT CUSTOM LASH STUDIO,,-79.409833956,,UNIT-2023,,,Pass,,43.644804876,2017-04-05T00:00:00,Aesthetics
Pass,M1T,1564,2999 SHEPPARD AVE E,MILANO HAIR PLACE,Notice to Comply,-79.3182,,,Semi-critical items cleaned then disinfected with an ILD or HLD between clients,,Conditional,,43.77633,2018-08-16T00:00:00,Barbering & Hairdressing
Pass,M4T,10718,1219 YONGE ST,HAIR JAZZ SALON & SPA,,-79.39184586270001,,,,,Pass,,43.6832490882,2017-12-13T00:00:00,Aesthetics
Pass,M4E,1865,2305 QUEEN ST E,TAMMY NAIL & SPA,Notice to Comply,-79.2919932492,,UNIT-9,Non-critical items maintained in a sanitary manner before use,,Conditional,,43.671636416000005,2018-11-08T00:00:00,Aesthetics
Pass,M6C,2734,768B ST CLAIR AVE W,ROBERT ASHLEY HAIR DESIGN LTD,,-79.4287125627,,,,,Pass,,43.6813538155,2017-11-29T00:00:00,Barbering & Hairdressing
Pass,M2N,2933,23 ELMWOOD AVE,FAYE BEAUTY CENTRE,,-79.410095216,,,,,Pass,,43.766909423,2017-12-20T00:00:00,Aesthetics
Pass,M5G,5000,150 DUNDAS ST W,TERMINAL BARBER #2,,-79.3855345159,,UNIT-105,,,Pass,,43.6555500555,2019-02-19T00:00:00,Barbering & Hairdressing
Pass,M8Z,11739,844 THE QUEENSWAY,FLAMINGO NAILS & SPA,,-79.509346,,,,,Pass,,43.625027,2018-10-30T00:00:00,Aesthetics
Pass,M1V,31,4675 STEELES AVE E,XIAN NI BEAUTY CENTRE,Notice to Comply,-79.3025283879,,UNIT-2C13,Records maintained for items purchased as pre-packaged & sterile,,Conditional,,43.8241553781,2017-03-30T00:00:00,Aesthetics
Pass,M9B,5565,35 VICKSON CRT,EUROPEAN TOUCH,,-79.5534652714,,,,,Pass,,43.6366889313,2018-01-23T00:00:00,Aesthetics
Pass,M4W,5360,345 BLOOR ST E,VIP 1 NAIL SALON,,-79.3779792403,,UNIT-6B,,,Pass,,43.671542861300004,2017-05-23T00:00:00,Aesthetics
Pass,M6M,2759,82 BUTTONWOOD AVE,WEST PARK SALON (2),,-79.508968242,,FLR-MAIN LOBBY,,,Pass,,43.6892968077,2017-05-15T00:00:00,Nails
Pass,M6E,1768,1968 EGLINTON AVE W,NEW INTERNATIONAL BRAIDERS,Notice to Comply,-79.454305564,,,Semi-critical items cleaned then disinfected with an ILD or HLD between clients,,Conditional,,43.6950247688,2018-09-26T00:00:00,Barbering & Hairdressing
Pass,M9M,8107,2463 FINCH AVE W,FOUR SEASON'S UNISEX HAIR STYLING,,-79.5525541413,,,,,Pass,,43.7496430194,2018-12-20T00:00:00,Barbering & Hairdressing
